Sl. No.,College Name,District,Email,Establish Year,College Type,Course Type,Contact No.,Link
494,"GOVERNMENT GIRLS COLLEGE,SRIMADHOPUR",Sikar,GGCSHRIMADHOPUR@GMAIL.COM,2022, Girls,UG,9799134216,https://hte.rajasthan.gov.in/college/ggcsrimadhopur
495,Government College Nechhwa,Sikar,govtcollegenechhwa22@gmail.com,, CoEd,,9461967499,https://hte.rajasthan.gov.in/college/
496,GOVERNMENT GIRLS COLLEGE FATEHPUR,Sikar,ggcfatehpur@gmail.com,2022, Girls,UG,9460537194,https://hte.rajasthan.gov.in/college/ggcfatehpur
497,Government Girls College Ajeetgarh,Sikar,Govtgirlscollegeajitgarh@gmail.com,2023, Girls,UG,01575299303,https://hte.rajasthan.gov.in/college/GOVERNMENT GIRLS COLLEGE AJEETGARH
498,"Government Girls College, Sirohi.",Sirohi,principalggcsirohi@gmail.com,1997, Girls,PG,02972221275,https://hte.rajasthan.gov.in/college/ggcsirohi
499,"SANGVI MATUSHRI PURIBAI BHURMAL JAIN GOVERNMENT COLLEGE, SHEOGANJ",Sirohi,govt.collegesheoganj@gmail.com,1999, CoEd,PG,02976-272559,https://hte.rajasthan.gov.in/college/smpbjgcsheoganj
500,"Seth Mangal Chand Choudhary Govt. College, Aburoad",Sirohi,smcc.govtcollege@gmail.com,1977, CoEd,PG,02974  222253,https://hte.rajasthan.gov.in/college/gcaburoad
501,"MAA AMBE K.P. SANGHAVI GOVERNMENT LAW COLLEGE, SIROHI",Sirohi,glcsirohi@gmail.com,2006, CoEd,UG,02972222078,https://hte.rajasthan.gov.in/college/glcsirohi
502,"Government College, Sirohi",Sirohi,collegesirohi@gmail.com,1958, CoEd,PG,02972221684,https://hte.rajasthan.gov.in/college/gcsirohi
503,"Government College, Pindwara",Sirohi,gcpindwara@gmail.com,2018, CoEd,UG,02971220048,https://hte.rajasthan.gov.in/college/gcpindwara
504,M.S.H.K.P.S. GOVT. COLLEGE REODAR,Sirohi,collegereodar@gmail.com,2018, CoEd,PG,9680113004,https://hte.rajasthan.gov.in/college/gcreodar
505,Government College Kalandri,Sirohi,gckalandri@gmail.com,2022, CoEd,UG,9414155697,https://hte.rajasthan.gov.in/college/gckalandri
506,GOVERNMENT GIRLS COLLEGE SHEOGANJ,Sirohi,govt.girlscollegesheoganj@gmail.com,2022, Girls,UG,2976272559,https://hte.rajasthan.gov.in/college/ggcsheoganj
507,Government College Kailash Nagar,Sirohi,govtcollegekailashnagar@gmail.com,2023, CoEd,UG,9829121249,https://hte.rajasthan.gov.in/college/kailashnagar
508,"CH. BALLURAM GODARA GOVT. GIRLS COLLEGE, SRI GANGANAGAR",Sri Ganganagar,principalbrgcollege@gmail.com,1960, Girls,PG,0154-2470293,https://hte.rajasthan.gov.in/college/ggcganganagar
509,"GOVERNMENT  LAW COLLEGE, SRI GANGANAGAR",Sri Ganganagar,govtlawcollegesgnr@gmail.com,2006, CoEd,UG,0154-2443057,https://hte.rajasthan.gov.in/college/glcsgnr
510,"Dr. Bhim Rao Ambedkar Government College, Sri Ganganagar",Sri Ganganagar,gcsgnr1946@gmail.com,1954, CoEd,PG,0154-2440056,https://hte.rajasthan.gov.in/college/gcganganagar
511,"Govt. College, Sri karanpur",Sri Ganganagar,gckaranpur@gmail.com,2016, CoEd,UG,9414273011,https://hte.rajasthan.gov.in/college/gckaranpur@gmail.com
512,SWARGIYA SHREE GURUSHARAN CHHABRA GOVERNMENT COLLEGE SURATGARH,Sri Ganganagar,gcsuratgarh@gmail.com,1977, CoEd,PG,1509-0220168,https://hte.rajasthan.gov.in/college/gcsuratgarh
513,"Government Girls College, Sadulshahar",Sri Ganganagar,rmmsds@gmail.com,2008, Girls,PG,01503-224001,https://hte.rajasthan.gov.in/college/gcsadulshahar
514,"SETH BIHARI LAL CHHABRA GOVT COLLEGE,ANOOPGARH",Sri Ganganagar,principalgovtcollegeanoopgarh@gmail.com,2014, CoEd,UG,01498-252153,https://hte.rajasthan.gov.in/college/gcanoopgarh
515,Government College Hindumalkot (Sriganganagar),Sri Ganganagar,gchindumalkot@gmail.com,2022, CoEd,UG,1542440056,https://hte.rajasthan.gov.in/college/gchindumalkot
516,Government Girls College Buddha Johad,Sri Ganganagar,gcgbuddhajohad@gmail.com,2023, Girls,UG,99999999999,https://hte.rajasthan.gov.in/college/gcgbuddhajohad
517,Government Girls College Chunwad,Sri Ganganagar,gcgchunawad@gmail.com,2023, Girls,UG,99999999999,https://hte.rajasthan.gov.in/college/gcgchunawad
518,Government College Birmana,Sri Ganganagar,gcbirmana@gmail.com,2023, CoEd,UG,01509220168,https://hte.rajasthan.gov.in/college/gcbirmana
519,Government Girls College Padampur,Sri Ganganagar,ggcpadampur@gmail.com,2023, Girls,UG,99999999999,https://hte.rajasthan.gov.in/college/ggcpadampur
520,Government College Lalgarh Jatan,Sri Ganganagar,gclalgarhsgnr@gmail.com,2023, CoEd,UG,9772154848,https://hte.rajasthan.gov.in/college/gclalgarh
521,"Government P.G. College, Deoli",Tonk,gc_deoli@rediffmail.com,1977, CoEd,PG,0143-4232202,https://hte.rajasthan.gov.in/college/gcdeoli
522,Govt. College Malpura,Tonk,principal.gcmalpura@gmail.com,1997, CoEd,PG,01437-294355,https://hte.rajasthan.gov.in/college/gcmalpura
523,GOVERNMENT COLLEGE UNIARA,Tonk,collegeuniara1@gmail.com,2007, CoEd,PG,01436265050,https://hte.rajasthan.gov.in/college/gcuniara
524,Government College Newai,Tonk,govtcollegenewai@gmail.com,2013, CoEd,PG,9887725650,https://hte.rajasthan.gov.in/college/gcnewai
525,"GOVERNMENT COLLEGE, TONK",Tonk,principalgctonk@yahoo.in,1959, CoEd,PG,01432-247432,https://hte.rajasthan.gov.in/college/gctonk
526,Govt. Girls College Tonk,Tonk,govtgirlscollegetonk38@gmail.com,1995, Girls,PG,01432-254360,https://hte.rajasthan.gov.in/college/ggctonk
527,Government college todaraisingh,Tonk,principalgctodaraisingh2017@gmail.com,2017, CoEd,UG,01433-232700,https://hte.rajasthan.gov.in/college/gctodaraisingh
528,Government Girls College Peeplu (Tonk),Tonk,gcpeeplu@gmail.com,2019, Girls,UG,01435294030,https://hte.rajasthan.gov.in/college/ggcpeeplu
529,Government Girls College Duni,Tonk,gckanyadooni@gmail.com,2021, CoEd,UG,9252092733,https://hte.rajasthan.gov.in/college/gcduni
530,Goverment GIRLS COLLEGE ALIGARH,Tonk,ggcaligarh@gmail.com,2022, Girls,UG,0000000000,https://hte.rajasthan.gov.in/college/ggcaligarh
531,Government Girls College Datwas,Tonk,gcgirlsdatwas@gmail.com,2022, Girls,UG,9414656765,https://hte.rajasthan.gov.in/college/ggcdatwas
532,Government Girls College  Niwai,Tonk,gcgirlsnewai@gmail.com,2022, Girls,UG,9414042200,https://hte.rajasthan.gov.in/college/ggcniwai
533,Government Girls College Nagar Fort,Tonk,ggcnagarfort@gmail.com,2023, Girls,UG,9460636317,https://hte.rajasthan.gov.in/college/nagarfort
534,GOVT  COLLEGE SARADA (SALUMBER),Udaipur,govtcollegesarada@gmail.com,2013, CoEd,PG,9414472186,https://hte.rajasthan.gov.in/college/gcsarada
535,"Government College, Kherwara, Udaipur",Udaipur,kherwaragovtcollege@yahoo.in,2004, CoEd,PG,09214051183,https://hte.rajasthan.gov.in/college/gckherwara
536,"Government  Meera Girls College, Udaipur",Udaipur,meeragirlscollege@gmail.com,1959, Girls,PG,0294-2524006,https://hte.rajasthan.gov.in/college/ggcudaipur
537,"GOVERNMENT COLLEGE, JHADOL",Udaipur,govtcollegejhadol@yahoo.in,2014, CoEd,UG,8619156377,https://hte.rajasthan.gov.in/college/gcjhadol
538,"HADA RANI GOVT. (PG) COLLEGE,SALUMBER,DISTRICT SALUMBER",Udaipur,h.r.g.college@gmail.com,1991, CoEd,PG,02906-232563,https://hte.rajasthan.gov.in/college/gcsalumber
539,"GOVERNMENT GIRLS COLLEGE, KHERWARA",Udaipur,govtgirlscollege.kherwara@gmail.com,2013, Girls,UG,9414349079,https://hte.rajasthan.gov.in/college/GGCKHERWARA
540,Government College Gogunda,Udaipur,gcgogunda@gmail.com,2016, CoEd,UG,02956-282297,https://hte.rajasthan.gov.in/college/gcgogunda
541,GOVT COLLEGE KOTRA DIST. UDAIPUR,Udaipur,govtcollegekotra@gmail.com,2006, CoEd,UG,02958-229611,https://hte.rajasthan.gov.in/college/gckotra
542,Government College Lasadiya Udaipur,Udaipur,gclasadiya@gmail.com,2017, CoEd,UG,8233583752,https://hte.rajasthan.gov.in/college/gclasadiya
543,"GOVERNMENT COLLEGE, MAVLI",Udaipur,governmentcollegemavli@gmail.com,2018, CoEd,UG,02955263018,https://hte.rajasthan.gov.in/college/gcmavli
544,Government College rishabhdev,Udaipur,rishabhdevgovtcollege2021@gmail.com,2021, CoEd,UG,9414184331,https://hte.rajasthan.gov.in/college/gcrishabhdev
545,Gajendra Singh Shaktawat Government Girls College Bhinder,Udaipur,bhardwajpalak54@gmail.com,2021, Girls,UG,9982336850,https://hte.rajasthan.gov.in/college/gcbhinder
546,Government College Kurabad,Udaipur,govtcollegekurabad@gmail.com,2022, CoEd,UG,9414352576,https://hte.rajasthan.gov.in/college/gckurabad
547,"Government College Nayagaon, Kherwara, Udaipur (Raj.)",Udaipur,govtcollegenayagaonkherwara@gmail.com,2023, CoEd,UG,9784075673,https://hte.rajasthan.gov.in/college/gcnayagaon
548,Government College Semari,Udaipur,govtcollegesemari@gmail.com,2023, CoEd,UG,9414472186,https://hte.rajasthan.gov.in/college/SEMARI
549,Government College Badgaon,Udaipur,gcbadgaon@gmail.com,2023, CoEd,UG,9414233493,https://hte.rajasthan.gov.in/college/gcbadgaon
550,Government College Vallabh Nagar,Udaipur,gcvallabhnagar@gmail.com,2023, CoEd,UG,7976022932,https://hte.rajasthan.gov.in/college/gcvallabhnagar
